"name";"group";"egrpou";"inn"
"ТОВ &#34;НВЦ&#34; ПРОМЕНЕРГОВУГІЛЛЯ&#34;";"174356d0-f393-11e6-8f0d-03f7efe17fb1";30597208;000000000001
"ТОВ &#34;ПРОМКАБЕЛЬ-ЕЛЕКТРИКА&#34;";"174356d0-f393-11e6-8f0d-03f7efe17fb1";30782951;307829526557
"ТОВ &#34;ТПК&#34; ПРОМЕЛЕКТРОСНАБ&#34;";"174356d0-f393-11e6-8f0d-03f7efe17fb1";33371173;000000000001
"ТОВ &#34;УКРПРИБОР&#34;";"174356d0-f393-11e6-8f0d-03f7efe17fb1";00000001;000000000001
"ТОВ &#34;Харківприлад&#34;";"174356d0-f393-11e6-8f0d-03f7efe17fb1";00000001;000000000001
"ТОВ НПП &#34;ЕНЕРГОПРИВОД&#34;";"174356d0-f393-11e6-8f0d-03f7efe17fb1";00000001;000000000001
"ТОВАРИСТВО З ДОДАТКОВОЮ ВІДПОВІДАЛЬНІСТЮ &#34;ШАХТА &#34;БІЛОЗЕРСЬКА&#34;";"7036ff20-d283-11e6-9cca-3f6676d6a14c";36028628;360286205073
"ТОВАРИСТВО З ОБМЕЖЕНОЮ  ВІДПОВІДАЛЬНІСТЮ  &#34;НАУКОВО-ВИРОБНИЧЕ ПІДПРИЄМСТВО &#34;ОРІОН&#34;";"174356d0-f393-11e6-8f0d-03f7efe17fb1";30987251;000000000001
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ &#34;ВИРОБНИЧО-СЕРВІСНЕ ПІДПРИЄМСТВО&#34;ГІРМАШСЕРВІС&#34;";"174356d0-f393-11e6-8f0d-03f7efe17fb1";34739075;347390716026
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ &#34;ДТЕК ВИСОКОВОЛЬТНІ МЕРЕЖІ&#34;";"7036ff20-d283-11e6-9cca-3f6676d6a14c";31018149;000000000001
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ &#34;ДТЕК ДОБРОПІЛЛЯВУГІЛЛЯ&#34;";"7036ff20-d283-11e6-9cca-3f6676d6a14c";37014600;370146005078
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ &#34;ДТЕК РОВЕНЬКИАНТРАЦИТ&#34;";"7036ff20-d283-11e6-9cca-3f6676d6a14c";37713861;377138612111
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ &#34;ДТЕК СВЕРДЛОВАНТРАЦИТ&#34;";"7036ff20-d283-11e6-9cca-3f6676d6a14c";37596090;375960912130
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ &#34;ДТЕК СХІДЕНЕРГО&#34;";"7036ff20-d283-11e6-9cca-3f6676d6a14c";00000001;318319405097
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ &#34;ДТЕК СХІДЕНЕРГО&#34; Зуєвська ТЕС";"7036ff20-d283-11e6-9cca-3f6676d6a14c";31831942;318319405097
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ &#34;ДТЕК СХІДЕНЕРГО&#34; КурТЭС";"7036ff20-d283-11e6-9cca-3f6676d6a14c";31831942;318319405097
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ &#34;ДТЕК СХІДЕНЕРГО&#34; ЛТЕС";"7036ff20-d283-11e6-9cca-3f6676d6a14c";31831942;318319405097
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ &#34;ЕЛЕВАТОРПРОМСЕРВІС&#34;";"174356d0-f393-11e6-8f0d-03f7efe17fb1";24062655;240626514059
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ &#34;ЕЛІЗ&#34;";"174356d0-f393-11e6-8f0d-03f7efe17fb1";13608660;000000000001
"Товариство з обмеженою відповідальністю &#34;Запорізький титано-магнієвий комбінат&#34;";"174356d0-f393-11e6-8f0d-03f7efe17fb1";38983006;389830008255
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ &#34;ІНТЕРЕНЕРГОСЕРВІС&#34;";"7036ff20-d283-11e6-9cca-3f6676d6a14c";34063592;340635904248
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ &#34;ІНТЕРПАЙП НІКО ТЬЮБ&#34;";"597f47e0-f391-11e6-8f0d-03f7efe17fb1";35537363;355373604071
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ &#34;КАМ`ЯНСЬКИЙ МАШИНОБУДІВНИЙ ЗАВОД&#34;";"174356d0-f393-11e6-8f0d-03f7efe17fb1";14307430;143074323165
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ &#34;МОСПІНСЬКЕ ВУГЛЕПЕРЕРОБНЕ ПІДПРИЄМСТВО&#34;";"7036ff20-d283-11e6-9cca-3f6676d6a14c";31616011;316160105691
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ &#34;НАУКОВО-ВИРОБНИЧА ФІРМА &#34;ПРОМВІТЕХ&#34;";"174356d0-f393-11e6-8f0d-03f7efe17fb1";00000001;000000000001
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ &#34;НАУКОВО-ВИРОБНИЧЕ ОБ`ЄДНАННЯ &#34;ІНКОР І КО&#34;";"6734a170-d283-11e6-9cca-3f6676d6a14c";31297266;312972605636
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ &#34;НОВОМОСКОВСЬКИЙ ПОСУД&#34;";"597f47e0-f391-11e6-8f0d-03f7efe17fb1";33905850;339058504082
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ &#34;ТРАНСТЯЖМАШ&#34;";"174356d0-f393-11e6-8f0d-03f7efe17fb1";34473863;344738620067
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ &#34;УКРЛАТ&#34;";"174356d0-f393-11e6-8f0d-03f7efe17fb1";31376248;313762412362
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ &#34;ЦЕНТРАЛЬНА ЗБАГАЧУВАЛЬНА ФАБРИКА &#34;КУРАХІВСЬКА&#34;";"7036ff20-d283-11e6-9cca-3f6676d6a14c";33959754;339597505212
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ &#34;ШАХТОБУДІВЕЛЬНА КОМПАНІЯ&#34; &#34;ДОНЕЦЬКШАХТОПРОХОДКА&#34;";"174356d0-f393-11e6-8f0d-03f7efe17fb1";00000001;357111305623
"Товариство з обмеженою відповідальністю з іноземними інвестиціями &#34;НОВОФАРМ&#34;";"174356d0-f393-11e6-8f0d-03f7efe17fb1";00000001;310407904235
"ТОВАРИСТО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ &#34;АНАЛІТ-ІНЖИНІРИНГ&#34;";"174356d0-f393-11e6-8f0d-03f7efe17fb1";37508973;000000000001
"Українсько-Американське товариство з обмеженою відповідальністю &#34;КОДА&#34;";"174356d0-f393-11e6-8f0d-03f7efe17fb1";00000001;193716620307
"Укроборонпром ГП &#34;Новатор&#34;";"174356d0-f393-11e6-8f0d-03f7efe17fb1";22987900;000000000001
"Укроборонпром ГП ГАХК &#34;АРТЕМ&#34;";"174356d0-f393-11e6-8f0d-03f7efe17fb1";14307699;143076926143
"ФІЗИЧНА ОСОБА-ПІДПРИЄМЕЦЬ ФЕНЬКО ВІТАЛІЙ РОМАНОВИЧ";"174356d0-f393-11e6-8f0d-03f7efe17fb1";2616111718;002616111718
"Філія &#34;ВГМК&#34; ДП &#34;ОГХК&#34;";"174356d0-f393-11e6-8f0d-03f7efe17fb1";39389830;367161226583
"ФОП Андрейченко Парасковія Якимівна";"174356d0-f393-11e6-8f0d-03f7efe17fb1";00000001;000000000001
"ЧП &#34;Савитал&#34;";"174356d0-f393-11e6-8f0d-03f7efe17fb1";00000001;321256721037
"ШАХТА КОМСОМОЛЕЦЬ ДОНБАСУ";"7036ff20-d283-11e6-9cca-3f6676d6a14c";05508186;055081805131
"Шебелинкагазвидобуванн";"174356d0-f393-11e6-8f0d-03f7efe17fb1";30019775;300197726657
